,recipe_name,recipe_link,category
382,Potato wedges,https://www.jamieoliver.com/recipes/vegetables-recipes/potato-wedges/,vegetables
383,Pesto,https://www.jamieoliver.com/recipes/vegetables-recipes/pesto/,vegetables
384,Perfect roast potatoes,https://www.jamieoliver.com/recipes/vegetables-recipes/perfect-roast-potatoes/,vegetables
385,Perfect braised spinach,https://www.jamieoliver.com/recipes/vegetables-recipes/perfect-braised-spinach/,vegetables
386,Spicy squash soup,https://www.jamieoliver.com/recipes/vegetables-recipes/spicy-squash-soup/,vegetables
387,My favourite ribollita (La mia ribollita preferita),https://www.jamieoliver.com/recipes/vegetables-recipes/my-favourite-ribollita-la-mia-ribollita-preferita/,vegetables
388,"Must-try red cabbage braised with apple, bacon & balsamic vinegar",https://www.jamieoliver.com/recipes/vegetables-recipes/must-try-red-cabbage-braised-with-apple-bacon-and-balsamic-vinegar/,vegetables
389,Moroccan style broad bean salad with yoghurt and crunchy bits,https://www.jamieoliver.com/recipes/vegetables-recipes/moroccan-style-broad-bean-salad-with-yoghurt-and-crunchy-bits/,vegetables
390,Moorish crunch salad,https://www.jamieoliver.com/recipes/vegetables-recipes/moorish-crunch-salad/,vegetables
391,Mixed herb salsa verde,https://www.jamieoliver.com/recipes/vegetables-recipes/mixed-herb-salsa-verde/,vegetables
392,Minted peas under oil,https://www.jamieoliver.com/recipes/vegetables-recipes/minted-peas-under-oil/,vegetables
393,Mexican street salad,https://www.jamieoliver.com/recipes/vegetables-recipes/mexican-street-salad/,vegetables
394,Marinated Mediterranean olives,https://www.jamieoliver.com/recipes/vegetables-recipes/marinated-mediterranean-olives/,vegetables
395,Lemony green beans,https://www.jamieoliver.com/recipes/vegetables-recipes/lemony-green-beans/,vegetables
396,Leek & potato soup,https://www.jamieoliver.com/recipes/vegetables-recipes/leek-and-potato-soup/,vegetables
397,Italian style greens (Ricetta tipica per verdure verdi),https://www.jamieoliver.com/recipes/vegetables-recipes/italian-style-greens-ricetta-tipica-per-verdure-verdi/,vegetables
398,Italian roast vegetable and farro salad,https://www.jamieoliver.com/recipes/vegetables-recipes/italian-roast-vegetable-and-farro-salad/,vegetables
399,Incredible Sicilian aubergine stew (Caponata),https://www.jamieoliver.com/recipes/vegetables-recipes/incredible-sicilian-aubergine-stew-caponata/,vegetables
400,Humble home-cooked beans,https://www.jamieoliver.com/recipes/vegetables-recipes/humble-home-cooked-beans/,vegetables
401,Homemade tomato ketchup,https://www.jamieoliver.com/recipes/vegetables-recipes/homemade-tomato-ketchup/,vegetables
402,Grilled chilli dressing,https://www.jamieoliver.com/recipes/vegetables-recipes/grilled-chilli-dressing/,vegetables
403,"Grilled asparagus with olive oil, lemon & Parmesan",https://www.jamieoliver.com/recipes/vegetables-recipes/grilled-asparagus-with-olive-oil-lemon-and-parmesan/,vegetables
404,Green veggies with flavoured butter,https://www.jamieoliver.com/recipes/vegetables-recipes/green-veggies-with-flavoured-butter/,vegetables
405,Greek salad,https://www.jamieoliver.com/recipes/vegetables-recipes/greek-salad/,vegetables
406,Gorditas & salsa,https://www.jamieoliver.com/recipes/vegetables-recipes/gorditas-salsa/,vegetables
407,Good old French bean salad,https://www.jamieoliver.com/recipes/vegetables-recipes/good-old-french-bean-salad/,vegetables
408,"Garlic, thyme and anchovy baked potatoes",https://www.jamieoliver.com/recipes/vegetables-recipes/garlic-thyme-and-anchovy-baked-potatoes/,vegetables
409,Farro salad with roasted veg (Insalata di farro con verdure al forno),https://www.jamieoliver.com/recipes/vegetables-recipes/farro-salad-with-roasted-veg-insalata-di-farro-con-verdure-al-forno/,vegetables
410,Everyday green chopped salad,https://www.jamieoliver.com/recipes/vegetables-recipes/everyday-green-chopped-salad/,vegetables
411,English onion soup with sage & Cheddar,https://www.jamieoliver.com/recipes/vegetables-recipes/english-onion-soup-with-sage-and-cheddar/,vegetables
412,Easy peas,https://www.jamieoliver.com/recipes/vegetables-recipes/easy-peas/,vegetables
413,Early autumn minestrone (Minestrone d'inizio autunno),https://www.jamieoliver.com/recipes/vegetables-recipes/early-autumn-minestrone-minestrone-d-inizio-autunno/,vegetables
414,Dressed green salad,https://www.jamieoliver.com/recipes/vegetables-recipes/dressed-green-salad/,vegetables
415,Curry base sauce,https://www.jamieoliver.com/recipes/vegetables-recipes/curry-base-sauce/,vegetables
416,Curried cauliflower fritters,https://www.jamieoliver.com/recipes/vegetables-recipes/curried-cauliflower-fritters/,vegetables
417,Crunchy raw beetroot salad with feta & pear,https://www.jamieoliver.com/recipes/vegetables-recipes/crunchy-raw-beetroot-salad-with-feta-and-pear/,vegetables
418,Crunchy Keralan salad,https://www.jamieoliver.com/recipes/vegetables-recipes/crunchy-keralan-salad/,vegetables
419,Crispy tortillas with guacamole,https://www.jamieoliver.com/recipes/vegetables-recipes/crispy-tortillas-with-guacamole/,vegetables
420,Creamy asparagus soup with a poached egg on toast,https://www.jamieoliver.com/recipes/vegetables-recipes/creamy-asparagus-soup-with-a-poached-egg-on-toast/,vegetables
421,"Courgette salad with mint, garlic, red chilli, lemon and extra virgin olive oil",https://www.jamieoliver.com/recipes/vegetables-recipes/courgette-salad-with-mint-garlic-red-chilli-lemon-and-extra-virgin-olive-oil/,vegetables
422,Corn chowder,https://www.jamieoliver.com/recipes/vegetables-recipes/corn-chowder/,vegetables
423,Cool Mexican bean wraps,https://www.jamieoliver.com/recipes/vegetables-recipes/cool-mexican-bean-wraps/,vegetables
424,Cool crudite veggies with a minted pea and yoghurt dip,https://www.jamieoliver.com/recipes/vegetables-recipes/cool-crudite-veggies-with-a-minted-pea-and-yoghurt-dip/,vegetables
425,"Cinder-baked artichokes with lemon, bay and prosciutto",https://www.jamieoliver.com/recipes/vegetables-recipes/cinder-baked-artichokes-with-lemon-bay-and-prosciutto/,vegetables
426,Christmas vegetables,https://www.jamieoliver.com/recipes/vegetables-recipes/christmas-vegetables/,vegetables
427,Cheesy peas,https://www.jamieoliver.com/recipes/vegetables-recipes/cheesy-peas/,vegetables
428,Cheeky chilli-pepper chutney,https://www.jamieoliver.com/recipes/vegetables-recipes/cheeky-chilli-pepper-chutney/,vegetables
429,Chargrilled marinated vegetables,https://www.jamieoliver.com/recipes/vegetables-recipes/chargrilled-marinated-vegetables/,vegetables
430,Celeriac gratin,https://www.jamieoliver.com/recipes/vegetables-recipes/celeriac-gratin/,vegetables
431,"Carrots with thyme, cumin and orange butter",https://www.jamieoliver.com/recipes/vegetables-recipes/carrots-with-thyme-cumin-and-orange-butter/,vegetables
432,Carrots,https://www.jamieoliver.com/recipes/vegetables-recipes/carrots/,vegetables
433,Carrot and coriander crunch salad,https://www.jamieoliver.com/recipes/vegetables-recipes/carrot-and-coriander-crunch-salad/,vegetables
434,Butternut squash muffins with a frosty top,https://www.jamieoliver.com/recipes/vegetables-recipes/butternut-squash-muffins-with-a-frosty-top/,vegetables
435,Broccoli salad,https://www.jamieoliver.com/recipes/vegetables-recipes/broccoli-salad/,vegetables
436,Braised white cabbage,https://www.jamieoliver.com/recipes/vegetables-recipes/braised-white-cabbage-with-bacon-and-thyme/,vegetables
437,Braised peas with spring onions and lettuce,https://www.jamieoliver.com/recipes/vegetables-recipes/braised-peas-with-spring-onions-and-lettuce/,vegetables
438,Braised greens,https://www.jamieoliver.com/recipes/vegetables-recipes/braised-greens/,vegetables
439,Boxing Day bubble & squeak,https://www.jamieoliver.com/recipes/pork-recipes/boxing-day-bubble-and-squeak/,vegetables
440,"Beetroot, red apple and watercress salad",https://www.jamieoliver.com/recipes/vegetables-recipes/beetroot-red-apple-and-watercress-salad/,vegetables
441,"Baked potato skins with gorgonzola, rocket and mustard fruit",https://www.jamieoliver.com/recipes/vegetables-recipes/baked-potato-skins-with-gorgonzola-rocket-and-mustard-fruit/,vegetables
442,Baked new potatoes with sea salt and rosemary,https://www.jamieoliver.com/recipes/vegetables-recipes/baked-new-potatoes-with-sea-salt-and-rosemary/,vegetables
443,Baked mushrooms stuffed with ricotta (Funghi al forno ripieni di ricotta),https://www.jamieoliver.com/recipes/vegetables-recipes/baked-mushrooms-stuffed-with-ricotta-funghi-al-forno-ripieni-di-ricotta/,vegetables
444,Baked mushrooms,https://www.jamieoliver.com/recipes/vegetables-recipes/baked-mushrooms/,vegetables
445,Aubergine Parmigiana (Melanzane alla Parmigiana),https://www.jamieoliver.com/recipes/vegetables-recipes/aubergine-parmigiana-melanzane-alla-parmigiana/,vegetables
446,Amazing roast veg,https://www.jamieoliver.com/recipes/vegetables-recipes/amazing-roast-veg/,vegetables
447,Amazing Indian dosa,https://www.jamieoliver.com/recipes/vegetables-recipes/amazing-indian-dosa/,vegetables
448,Amazing asparagus four ways,https://www.jamieoliver.com/recipes/vegetables-recipes/amazing-asparagus-four-ways/,vegetables
449,Altamura pea soup (Minestra di piselli di Altamura),https://www.jamieoliver.com/recipes/vegetables-recipes/altamura-pea-soup-minestra-di-piselli-di-altamura/,vegetables
450,Mega stuffed sweet potatoes,https://www.jamieoliver.com/recipes/vegetables-recipes/mega-stuffed-sweet-potatoes/,vegetables
451,Delicious squash daal,https://www.jamieoliver.com/recipes/vegetables-recipes/delicious-squash-daal/,vegetables
452,Aubergine fritters,https://www.jamieoliver.com/recipes/vegetables-recipes/aubergine-fritters/,vegetables
453,Apple & Lancashire cheese pie,https://www.jamieoliver.com/recipes/vegetables-recipes/apple-amp-lancashire-cheese-pie/,vegetables
454,Aubergine daal,https://www.jamieoliver.com/recipes/vegetables-recipes/aubergine-daal/,vegetables
0,Fish in crazy water,https://www.jamieoliver.com/recipes/fish-recipes/fish-in-crazy-water/,fish
1,Prawn & tuna linguine,https://www.jamieoliver.com/recipes/pasta-recipes/prawn-tuna-linguine/,fish
2,Chris & Dawn's whole red snapper,https://www.jamieoliver.com/recipes/fish-recipes/whole-red-snapper/,fish
3,Chipotle-fried fish & clementine bites,https://www.jamieoliver.com/recipes/fish-recipes/chipotle-fried-fish-clementine-bites/,fish
4,Thai-style crispy sea bass,https://www.jamieoliver.com/recipes/fish-recipes/thai-style-crispy-sea-bass/,fish
5,Crispy skin lemon sole,https://www.jamieoliver.com/recipes/fish-recipes/crispy-skin-lemon-sole/,fish
6,Crazy simple fish pie,https://www.jamieoliver.com/recipes/fish-recipes/crazy-simple-fish-pie/,fish
7,Smoky chorizo salmon,https://www.jamieoliver.com/recipes/salmon-recipes/smoky-chorizo-salmon/,fish
8,Sorta salmon niçoise,https://www.jamieoliver.com/recipes/salmon-recipes/sorta-salmon-nicoise/,fish
9,Leek & salmon parcels,https://www.jamieoliver.com/recipes/fish-recipes/leek-salmon-parcels/,fish
10,One-pan fabulous fish,https://www.jamieoliver.com/recipes/fish-recipes/one-pan-fabulous-fish/,fish
11,Quick Asian fishcakes,https://www.jamieoliver.com/recipes/salmon-recipes/quick-asian-fishcakes/,fish
12,Smoked mackerel & red quinoa patties,https://www.jamieoliver.com/recipes/fish-recipes/smoked-mackerel-red-quinoa-patties/,fish
13,Salmon en croûte,https://www.jamieoliver.com/recipes/salmon-recipes/salmon-en-croute-/,fish
14,Gravadlax,https://www.jamieoliver.com/recipes/salmon-recipes/gravadlax/,fish
15,Jumbo fish fingers,https://www.jamieoliver.com/recipes/fish-recipes/jumbo-fish-fingers/,fish
16,Luxurious fish pie,https://www.jamieoliver.com/recipes/seafood-recipes/luxurious-fish-pie/,fish
17,Quick fish cakes,https://www.jamieoliver.com/recipes/fish-recipes/quick-fish-cakes/,fish
18,Whitebait &amp; dill mayo,https://www.jamieoliver.com/recipes/fish-recipes/whitebait-dill-mayo/,fish
19,Asian salmon & sweet potato traybake,https://www.jamieoliver.com/recipes/fish-recipes/asian-salmon-sweet-potato-traybake/,fish
20,Salmon & pesto-dressed veg,https://www.jamieoliver.com/recipes/fish-recipes/salmon-pesto-dressed-veg/,fish
21,Irish mackerel breakfast,https://www.jamieoliver.com/recipes/fish-recipes/irish-mackerel-breakfast/,fish
22,Simple sushi salad,https://www.jamieoliver.com/recipes/fish-recipes/simple-sushi-salad/,fish
23,Sri Lankan-style monkfish curry,https://www.jamieoliver.com/recipes/fish-recipes/sri-lankan-style-monkfish-curry/,fish
24,Lemon sole with chipotle & ancho chilli recado,https://www.jamieoliver.com/recipes/fish-recipes/lemon-sole-with-chipotle-ancho-chilli-recado/,fish
25,Red mullet with jewelled wild rice,https://www.jamieoliver.com/recipes/fish-recipes/red-mullet-with-jewelled-wild-rice/,fish
26,Salmon with rhubarb sauce & tarragon mayo,https://www.jamieoliver.com/recipes/fish-recipes/salmon-with-rhubarb-sauce-tarragon-mayo/,fish
27,Roasted salmon & summer veg traybake,https://www.jamieoliver.com/recipes/fish-recipes/roasted-salmon-summer-veg-traybake/,fish
28,Dab & asparagus bake,https://www.jamieoliver.com/recipes/fish-recipes/dab-asparagus-bake/,fish
29,Grilled masala fish,https://www.jamieoliver.com/recipes/fish-recipes/grilled-masala-fish/,fish
30,Trout with ham and cider,https://www.jamieoliver.com/recipes/fish-recipes/trout-with-ham-and-cider/,fish
31,Salmon with young garlic &amp; tomato sauce,https://www.jamieoliver.com/recipes/fish-recipes/salmon-with-young-garlic-amp-tomato-sauce/,fish
32,Keralan fish curry,https://www.jamieoliver.com/recipes/fish-recipes/keralan-fish-curry/,fish
33,Smoked salmon toasts,https://www.jamieoliver.com/recipes/fish-recipes/smoked-salmon-toasts/,fish
34,Sloe gin gravlax,https://www.jamieoliver.com/recipes/fish-recipes/sloe-gin-gravlax/,fish
35,Lemon sole with runner beans,https://www.jamieoliver.com/recipes/fish-recipes/lemon-sole-with-runner-beans/,fish
36,Super-speedy steamed salmon,https://www.jamieoliver.com/recipes/fish-recipes/super-speedy-steamed-salmon/,fish
37,Spiced sea bass with caramelised fennel,https://www.jamieoliver.com/recipes/fish-recipes/spiced-sea-bass-with-caramelised-fennel/,fish
38,"Swordfish, cherry tomatoes & capers",https://www.jamieoliver.com/recipes/fish-recipes/swordfish-cherry-tomatoes-amp-capers/,fish
39,Tuna &amp; caper butter,https://www.jamieoliver.com/recipes/fish-recipes/tuna-amp-caper-butter/,fish
40,Monkfish with spinach & feta,https://www.jamieoliver.com/recipes/fish-recipes/monkfish-with-spinach-feta/,fish
41,Japanese grilled salmon & seaweed salad,https://www.jamieoliver.com/recipes/fish-recipes/japanese-grilled-salmon-seaweed-salad/,fish
42,Salmon nicoise,https://www.jamieoliver.com/recipes/fish-recipes/salmon-nicoise/,fish
43,Fish soup,https://www.jamieoliver.com/recipes/fish-recipes/fish-soup/,fish
44,Irish potato cakes with smoked salmon,https://www.jamieoliver.com/recipes/fish-recipes/irish-potato-cakes-with-smoked-salmon/,fish
45,Barbecued trout in newspaper,https://www.jamieoliver.com/recipes/fish-recipes/barbecued-trout-in-newspaper/,fish
46,Fish stew,https://www.jamieoliver.com/recipes/fish-recipes/fish-stew/,fish
47,Crostini of smoked salmon butter & poached leeks,https://www.jamieoliver.com/recipes/fish-recipes/crostini-of-smoked-salmon-butter-amp-poached-leeks/,fish
48,"Tomato, black olive, feta & anchovy tart",https://www.jamieoliver.com/recipes/fish-recipes/tomato-black-olive-feta-amp-anchovy-tart/,fish
49,Vietnamese fish hot pot (Ca kho to),https://www.jamieoliver.com/recipes/fish-recipes/vietnamese-fish-hot-pot-ca-kho-to/,fish
50,"Hake with braised artichokes, peas &amp; bacon",https://www.jamieoliver.com/recipes/fish-recipes/hake-with-braised-artichokes-peas-amp-bacon/,fish
51,Fennel-roasted salmon with soft-boiled eggs,https://www.jamieoliver.com/recipes/fish-recipes/fennel-roasted-salmon-with-soft-boiled-eggs/,fish
52,Warm mackerel & potato salad,https://www.jamieoliver.com/recipes/fish-recipes/warm-mackerel-potato-salad/,fish
53,Fearne Cotton's Mexican fish tacos,https://www.jamieoliver.com/recipes/fish-recipes/mexican-fish-tacos/,fish
54,Five-spice salmon tacos,https://www.jamieoliver.com/recipes/fish-recipes/five-spice-salmon-tacos/,fish
55,Baked sole goujons,https://www.jamieoliver.com/recipes/fish-recipes/baked-sole-goujons/,fish
56,Pomegranate-glazed mackerel with satsuma & fennel salad,https://www.jamieoliver.com/recipes/fish-recipes/pomegranate-glazed-mackerel-with-satsuma-fennel-salad/,fish
57,"Warm potato, herring, beetroot & apple salad",https://www.jamieoliver.com/recipes/fish-recipes/warm-potato-herring-beetroot-apple-salad/,fish
58,Awesome Asian fish stew,https://www.jamieoliver.com/recipes/fish-recipes/awesome-asian-fish-stew/,fish
59,Shellfish & cider stew,https://www.jamieoliver.com/recipes/fish-recipes/shellfish-cider-stew/,fish
60,Baked pollock,https://www.jamieoliver.com/recipes/fish-recipes/baked-pollock/,fish
61,Herring tacos,https://www.jamieoliver.com/recipes/fish-recipes/herring-tacos/,fish
62,Pickled herrings,https://www.jamieoliver.com/recipes/fish-recipes/pickled-herrings/,fish
63,Christmas jerk gravadlax,https://www.jamieoliver.com/recipes/fish-recipes/christmas-jerk-gravadlax/,fish
64,Sesame seared salmon,https://www.jamieoliver.com/recipes/fish-recipes/sesame-seared-salmon/,fish
65,Jamon-wrapped cod with borlotti bean stew,https://www.jamieoliver.com/recipes/fish-recipes/jamon-wrapped-cod-with-borlotti-bean-stew/,fish
66,Christmas kedgeree breakfast tarts,https://www.jamieoliver.com/recipes/fish-recipes/christmas-kedgeree-breakfast-tarts/,fish
67,Potato & smoked trout hash with creamy horseradish dressing,https://www.jamieoliver.com/recipes/fish-recipes/potato-smoked-trout-hash-with-creamy-horseradish-dressing/,fish
68,Easy curried fish stew,https://www.jamieoliver.com/recipes/fish-recipes/easy-curried-fish-stew/,fish
69,Green tea roasted salmon,https://www.jamieoliver.com/recipes/fish-recipes/green-tea-roasted-salmon/,fish
70,Mexican-style fish cakes,https://www.jamieoliver.com/recipes/fish-recipes/mexican-style-fish-cakes/,fish
71,Chargrilled monkfish kebabs,https://www.jamieoliver.com/recipes/fish-recipes/chargrilled-monkfish-kebabs/,fish
72,Michela’s tuna with cannellini beans (no cook),https://www.jamieoliver.com/recipes/fish-recipes/michela-s-tuna-with-cannellini-beans-no-cook/,fish
73,Michela’s fishcakes,https://www.jamieoliver.com/recipes/fish-recipes/michela-s-fishcakes/,fish
74,Kerryann’s homemade fish fingers &amp; minty smashed peas,https://www.jamieoliver.com/recipes/fish-recipes/kerryann-s-homemade-fish-fingers-minty-smashed-peas/,fish
75,Jools’ fish pie,https://www.jamieoliver.com/recipes/fish-recipes/jools-fish-pie/,fish
76,Jools’ Asian-style salmon,https://www.jamieoliver.com/recipes/fish-recipes/jools-asian-style-salmon/,fish
77,Jools’ crunchy fish,https://www.jamieoliver.com/recipes/fish-recipes/jools-crunchy-fish/,fish
78,Sea bass in puff pastry,https://www.jamieoliver.com/recipes/fish-recipes/sea-bass-in-puff-pastry/,fish
79,Paloma Faith's bacalhau à Brás,https://www.jamieoliver.com/recipes/fish-recipes/paloma-faith-s-bacalhau-br-s/,fish
80,Sicilian-style tuna carpaccio,https://www.jamieoliver.com/recipes/fish-recipes/sicilian-style-tuna-carpaccio/,fish
81,Asian seared tuna,https://www.jamieoliver.com/recipes/fish-recipes/asian-seared-tuna/,fish
82,"Sea bass, fennel & grapefruit ceviche",https://www.jamieoliver.com/recipes/fish-recipes/sea-bass-fennel-grapefruit-ceviche/,fish
83,DJ BBQ's scallops,https://www.jamieoliver.com/recipes/fish-recipes/dj-bbq-s-scallops/,fish
84,Jerk fish,https://www.jamieoliver.com/recipes/fish-recipes/jerk-fish/,fish
85,New potatoes & trout,https://www.jamieoliver.com/recipes/fish-recipes/new-potatoes-trout/,fish
86,Causa croquettes,https://www.jamieoliver.com/recipes/fish-recipes/causa-croquettes/,fish
87,Pasta con le sarde,https://www.jamieoliver.com/recipes/fish-recipes/pasta-con-le-sarde/,fish
88,Mackerel plaki,https://www.jamieoliver.com/recipes/fish-recipes/mackerel-plaki/,fish
89,Salmon fishcakes,https://www.jamieoliver.com/recipes/fish-recipes/salmon-fishcakes/,fish
90,Fantastic fish tikka curry,https://www.jamieoliver.com/recipes/fish-recipes/fantastic-fish-tikka-curry/,fish
91,Salt-crust salmon,https://www.jamieoliver.com/recipes/salmon-recipes/salt-crust-salmon/,fish
92,Super-quick salmon gravadlax,https://www.jamieoliver.com/recipes/fish-recipes/super-quick-salmon-gravadlax/,fish
93,Traybaked Keralan fish curry,https://www.jamieoliver.com/recipes/fish-recipes/traybaked-keralan-fish-curry/,fish
94,Rescue me kedgeree,https://www.jamieoliver.com/recipes/fish-recipes/rescue-me-kedgeree/,fish
95,Party squid & harissa mayo,https://www.jamieoliver.com/recipes/fish-recipes/party-squid-harissa-mayo/,fish
96,Summer tray-baked salmon,https://www.jamieoliver.com/recipes/fish-recipes/summer-tray-baked-salmon/,fish
97,Asian-steamed sea bass,https://www.jamieoliver.com/recipes/fish-recipes/asian-steamed-sea-bass/,fish
98,Crispy squid &amp; prawns with homemade sweet chilli sauce,https://www.jamieoliver.com/recipes/fish-recipes/crispy-squid-prawns-with-homemade-sweet-chilli-sauce/,fish
99,The best fish baps,https://www.jamieoliver.com/recipes/fish-recipes/the-best-fish-baps-with-mushy-peas-tartare-sauce/,fish
100,Mighty mackerel,https://www.jamieoliver.com/recipes/fish-recipes/mighty-mackerel-with-mixed-tomato-quinoa-salad/,fish
101,Griddled tuna kinda niçoise salad,https://www.jamieoliver.com/recipes/fish-recipes/griddled-tuna-kinda-ni-oise-salad/,fish
102,Whole roasted salmon stuffed with lemon and herbs,https://www.jamieoliver.com/recipes/fish-recipes/whole-roasted-salmon-stuffed-with-lemon-and-herbs/,fish
103,Asian noodle broth with fish,https://www.jamieoliver.com/recipes/fish-recipes/asian-noodle-broth-with-fish/,fish
104,Warm salmon & Jersey Royal salad,https://www.jamieoliver.com/recipes/fish-recipes/warm-salmon-and-jersey-royal-salad/,fish
105,Smoked trout and Jersey Royal salad,https://www.jamieoliver.com/recipes/fish-recipes/smoked-trout-and-jersey-royal-salad/,fish
106,DIY party combos - smoked salmon with horseradish and beetroot,https://www.jamieoliver.com/recipes/fish-recipes/diy-party-combos-smoked-salmon-with-horseradish-and-beetroot/,fish
107,Simple baked salmon with dill yoghurt,https://www.jamieoliver.com/recipes/fish-recipes/simple-baked-salmon-with-dill-yoghurt/,fish
108,Quick salmon and potato al forno,https://www.jamieoliver.com/recipes/fish-recipes/quick-salmon-and-potato-al-forno/,fish
109,Fish in a bag,https://www.jamieoliver.com/recipes/fish-recipes/fish-in-a-bag/,fish
110,Mixed fish grill with lemon couscous,https://www.jamieoliver.com/recipes/fish-recipes/mixed-fish-grill-with-lemon-couscous/,fish
111,Little sole goujons with a quick lemon and caper sauce,https://www.jamieoliver.com/recipes/fish-recipes/little-sole-goujons-with-a-quick-lemon-and-caper-sauce/,fish
112,Home-cured beetroot gravadlax,https://www.jamieoliver.com/recipes/fish-recipes/home-cured-beetroot-gravadlax/,fish
113,Spanish fish and chorizo soup,https://www.jamieoliver.com/recipes/fish-recipes/spanish-fish-and-chorizo-soup/,fish
114,Smoked salmon & avocado salad,https://www.jamieoliver.com/recipes/fish-recipes/smoked-salmon-and-avocado-salad/,fish
115,Simple roast salmon with summer leaves and a Marie Rose dressing,https://www.jamieoliver.com/recipes/fish-recipes/simple-roast-salmon-with-summer-leaves-and-a-marie-rose-dressing/,fish
116,Sicilian fish soup,https://www.jamieoliver.com/recipes/fish-recipes/sicilian-fish-soup/,fish
117,Smoked mackerel pate with griddled toast and cress salad,https://www.jamieoliver.com/recipes/fish-recipes/smoked-mackerel-pate-with-griddled-toast-and-cress-salad/,fish
118,"Roast trout with spinach, sage and prosciutto",https://www.jamieoliver.com/recipes/fish-recipes/roast-trout-with-spinach-sage-and-prosciutto/,fish
119,Marinated and grilled salmon,https://www.jamieoliver.com/recipes/fish-recipes/marinated-and-grilled-salmon/,fish
120,Tuna carpaccio - Japanese style,https://www.jamieoliver.com/recipes/fish-recipes/tuna-carpaccio-japanese-style/,fish
121,The nicest tray-baked lemon sole,https://www.jamieoliver.com/recipes/fish-recipes/the-nicest-tray-baked-lemon-sole/,fish
122,The best tuna meatballs (Le migliori polpette di tonno),https://www.jamieoliver.com/recipes/fish-recipes/the-best-tuna-meatballs-le-migliori-polpette-di-tonno/,fish
123,The best tuna burger,https://www.jamieoliver.com/recipes/fish-recipes/the-best-tuna-burger/,fish
124,The best marinated fish kebabs,https://www.jamieoliver.com/recipes/fish-recipes/the-best-marinated-fish-kebabs/,fish
125,Summer salmon salad,https://www.jamieoliver.com/recipes/fish-recipes/summer-salmon-salad/,fish
126,Stuffed sea bass,https://www.jamieoliver.com/recipes/fish-recipes/stuffed-sea-bass/,fish
127,Steamed Thai-style sea bass and rice,https://www.jamieoliver.com/recipes/fish-recipes/steamed-thai-style-sea-bass-and-rice/,fish
128,Steamed Asian sea bass in the bag,https://www.jamieoliver.com/recipes/fish-recipes/steamed-asian-sea-bass-in-the-bag/,fish
129,Soy-baked salmon with zingy salsa,https://www.jamieoliver.com/recipes/fish-recipes/soy-baked-salmon-with-zingy-salsa/,fish
130,Southern Indian rice and seafood soup,https://www.jamieoliver.com/recipes/fish-recipes/southern-indian-rice-and-seafood-soup/,fish
131,South American fishcakes,https://www.jamieoliver.com/recipes/fish-recipes/south-american-fishcakes/,fish
132,"Smoked salmon, horseradish and cress toasts",https://www.jamieoliver.com/recipes/fish-recipes/smoked-salmon-horseradish-and-cress-toasts/,fish
133,Smoked salmon rolls,https://www.jamieoliver.com/recipes/fish-recipes/smoked-salmon-rolls/,fish
134,"Skate baked in the bag with artichokes, purple potatoes, capers and crème fraîche",https://www.jamieoliver.com/recipes/fish-recipes/skate-baked-in-the-bag-with-artichokes-purple-potatoes-capers-and-cr-me-fra-che/,fish
135,Scrambled egg muffins with smoked salmon and soured cream,https://www.jamieoliver.com/recipes/fish-recipes/scrambled-egg-muffins-with-smoked-salmon-and-soured-cream/,fish
136,Salt cod soup (Zuppa di baccala),https://www.jamieoliver.com/recipes/fish-recipes/salt-cod-soup-zuppa-di-baccala/,fish
137,Salmon & couscous,https://www.jamieoliver.com/recipes/fish-recipes/salmon-and-couscous/,fish
138,"Roasted trout and artichokes with almonds, breadcrumbs and mint",https://www.jamieoliver.com/recipes/fish-recipes/roasted-trout-and-artichokes-with-almonds-breadcrumbs-and-mint/,fish
139,Roast salmon salad,https://www.jamieoliver.com/recipes/fish-recipes/roast-salmon-salad/,fish
140,Red mullet sashimi,https://www.jamieoliver.com/recipes/fish-recipes/red-mullet-sashimi/,fish
141,Rainbow trout with horseradish yoghurt &amp; balsamic beets,https://www.jamieoliver.com/recipes/fish-recipes/rainbow-trout-with-horseradish-yoghurt-balsamic-beets/,fish
142,Quick salmon tikka with cucumber yoghurt,https://www.jamieoliver.com/recipes/fish-recipes/quick-salmon-tikka-with-cucumber-yoghurt-17-minutes/,fish
143,"Pouting fish fingers, sweet potato chips &amp; cheat’s basil mayo",https://www.jamieoliver.com/recipes/fish-recipes/pouting-fish-fingers-sweet-potato-chips-cheat-s-basil-mayo/,fish
144,Potato salad with smoked salmon & horseradish crème fraîche,https://www.jamieoliver.com/recipes/fish-recipes/potato-salad-with-smoked-salmon-and-horseradish-cr-me-fraiche/,fish
145,Potato cakes with smoked salmon,https://www.jamieoliver.com/recipes/fish-recipes/potato-cakes-with-smoked-salmon/,fish
146,Pan-roasted salmon with purple sprouting broccoli and anchovy-rosemary sauce,https://www.jamieoliver.com/recipes/fish-recipes/pan-roasted-salmon-with-purple-sprouting-broccoli-and-anchovy-rosemary-sauce/,fish
147,Pan-fried lemon sole fillets with salsa verde,https://www.jamieoliver.com/recipes/fish-recipes/pan-fried-lemon-sole-fillets-with-salsa-verde/,fish
148,Pan-cooked asparagus & mixed fish,https://www.jamieoliver.com/recipes/fish-recipes/pan-cooked-asparagus-and-mixed-fish/,fish
